Nosaukums,Reģistrācijas numurs,Juridiskais status,Vadītājs,Filiāļu skaits,Strukturvienību skaits,Veids,Tips,Faktiskais dibinātājs,Deklarētais dibinātājs,Adrese,Tālrunis,E-pasts,Novads/Pilsēta,Likvidēta,visc_kods,pasvaldiba,urban,valoda,lat,lng
"Valmieras pilsētas 9. pirmsskolas izglītības iestāde ""Krācītes""",2501901927,Pastarpinātās pārvaldes iestāde,,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Valmieras pilsētas pašvaldība,Valmieras pilsētas Dome,"PĀRGAUJAS IELA 11a, VALMIERA, LV-4200",64232457,,Valmiera,J,,,,,57.53463859999999,25.4296296
"Valmieras pilsētas pirmsskolas izglītības iestāde ""Buratino""",2501901922,Pastarpinātās pārvaldes iestāde,BAIBA VALPĒTERE,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",64232459,buratino@valmiera.lv,Valmiera,N,,,,,57.5389649,25.4267958
"Valmieras pilsētas speciālā pirmsskolas izglītības iestāde ""Bitīte""",2502901921,Pastarpinātās pārvaldes iestāde,GUNTRA KUKJĀNE,0,0,Pirmsskolas izglītības iestāde,Speciālā pirmsskolas iestāde,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201","64229600, 64229302",bitite@valmiera.lv,Valmiera,N,,,,,57.5389649,25.4267958
"Valmieras pilsētas speciālā pirmsskolas izglītības iestāde ""Buratīno""",2502901922,Pastarpinātās pārvaldes iestāde,BAIBA VALPĒTERE,0,0,Pirmsskolas izglītības iestāde,Speciālā pirmsskolas iestāde,Valmieras pilsētas pašvaldība,Valmieras pilsētas Dome,"BEĀTES IELA 42, VALMIERA, LV-4201",64232459,buratino@valmiera.lv,Valmiera,J,,,,,57.5444044,25.4023764
Valmieras Profesionālā vidusskola,2531002877,Valsts tiešās pārvaldes iestāde,ĒRIKS SPURIŅŠ,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"VADU IELA 3, VALMIERA, LV-4201",64232155,skola@vpvsk.lv,Valmiera,N,11371216,113,2,1,57.52758139999999,25.445837
Valmieras sākumskola,2511902507,Pastarpinātās pārvaldes iestāde,ARTŪRS SKRASTIŅŠ,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",64224237,vs@valmiera.edu.lv,Valmiera,N,,,,,57.5389649,25.4267958
Valmieras sākumskola,2511900634,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Valmieras pilsētas Dome,Valmieras pilsētas Dome,"Rīgas 42, VALMIERA, LV-4201",4224237,,Valmiera,J,,,,,57.5371325,25.40918
Valmieras vājdzirdīgo bērnu internātvidusskola - attīstības centrs,2520901175,Pastarpinātās pārvaldes iestāde,ANDRIS TAURIŅŠ,0,0,Speciālās izglītības iestāde,Speciālā vidusskola,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",64207380,vvbis_ac@valmiera.edu.lv,Valmiera,N,,,,,57.5389649,25.4267958
Valmieras vakara (maiņu) vidusskola,2514901172,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vakara (maiņu) vidusskola,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"RAIŅA IELA 11, VALMIERA, LV-4201","64207092, 64207364, 64207093",vakarskola@valmiera.edu.lv,Valmiera,J,,,,,57.5459574,25.4227742
Valmieras Valsts ģimnāzija,2519902526,Pastarpinātās pārvaldes iestāde,JĀNIS ZEMĻICKIS,0,0,Vispārējās izglītības iestāde,Valsts ģimnāzija,Valmieras pilsētas pašvaldība,Valmieras pilsētas Dome,"LEONA PAEGLES IELA 40, VALMIERA, LV-4201",64222459,valmgimn@valmiera.edu.lv,Valmiera,N,11361212,113,2,1,57.5326968,25.4086618
Valmieras Viestura vidusskola,2513900631,Pastarpinātās pārvaldes iestāde,ULDIS JANSONS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Valmieras pilsētas pašvaldība,Valmieras pilsētas pašvaldība,"LĀČPLĒŠA IELA 2, VALMIERA, LV-4201",64222436,vvv@valmiera.edu.lv,Valmiera,N,11331213,113,2,1,57.5389649,25.4267958
"Valodu centrs ""ARINS""",3360800118,Juridiskā vai fiziskā persona,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,,,,,,,J,,,,,0,The geocode was successful but returned no results. This may occur if the geocode was passed a non-existent address or a latlng in a remote location.
"Valodu centrs ""LINGUA FRANCA""",2560800841,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"Sabiedrība ar ierobežotu atbildību ""LINGUA FRANCA""","Sabiedrība ar ierobežotu atbildību ""LINGUA FRANCA""","SPORTA IELA 40, VALMIERA, LV-4201","67844440, 29196571",office@linguafranca.lv,Valmiera,N,,,,,57.53568099999999,25.3889987
"Valodu centrs ""Pygmalion""",3360800422,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"Sabiedrība ar ierobežotu atbildību ""Pygmalion""","Sabiedrība ar ierobežotu atbildību ""Pygmalion""","KRIŠJĀŅA BARONA IELA 20 - 5, RĪGA, LV-1011","67225322, 6178545","pygmalion@baltinet.lv, pygmalion@pygmalion.lv",Rīga,N,,,,,56.9516462,24.1215421
Valodu centrs Multilingua,3360800659,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,"SIA ""Valodu centrs Multilingua""","SIA ""Valodu centrs Multilingua""","KRIŠJĀŅA BARONA IELA 5 - 6, RĪGA, LV-1050",28239975,info@multilingua.edu.lv,Rīga,N,,,,,0,Didn't find exactly one placemark! (Found 2)
"Valodu mācību centrs ""International House Rīga - Satva""",3360800844,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Sabiedrība ar ierobežotu atbildību „SATVA”,Sabiedrība ar ierobežotu atbildību „SATVA”,"ALFRĒDA KALNIŅA IELA 1a - 24, RĪGA, LV-1050","67226641, 29432143",ihriga@satva.lv,Rīga,N,,,,,56.949563,24.1204668
Valodu skola AD VERBUM,3360800406,Komercsabiedrības struktūrvienība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,SIA AD VERBUM,SIA AD VERBUM,"KRIŠJĀŅA BARONA IELA 10 - 7, RĪGA, LV-1050",67229430,inga.melngaile@adverbum.lv,Rīga,N,,,,,56.95023759999999,24.1196305
"Valsts aģentūra ""Hokeja un slidošanas sporta skola""",3370002725,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"AUGŠIELA 1, RĪGA, LV-1009",67295537,lb-hokejs@silko.lv,Rīga,J,,,,,56.9537175,24.1573082
"Valsts aģentūra ""Kalnu slēpošanas sporta centrs""",3370002693,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"LĀČPLĒŠA IELA 24, RĪGA, LV-1011",67281123,,Rīga,J,,,,,56.9543772,24.1246447
"Valsts aģentūra ""Latvijas Bērnu un jaunatnes kamaniņu sporta skola""",2070002645,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"ŠVEICES IELA 13, SIGULDA, SIGULDAS NOVADS, LV-2150",67973139,,Siguldas novads,J,,,,,57.1508737,24.8408208
"Valsts aģentūra ""Lietišķo sporta veidu centrs ""Kleisti""""",3370002469,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"KLEISTU IELA 75, RĪGA, LV-1067",67426727,,Rīga,J,,,,,56.98730399999999,24.0274978
"Valsts aģentūra ""Nacionālais olimpiskais sporta metodiskais centrs""",3370002681,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"AUGŠIELA 1, RĪGA, LV-1009",67294720,nosmc@latnet.lv,Rīga,J,,,,,56.9537175,24.1573082
"Valsts aģentūra ""Specializētā airēšanas sporta skola""",2970002625,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Sporta skola,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"VIKINGU IELA 6, JŪRMALA, LV-2010",67751915,,Jūrmala,J,,,,,56.9813695,23.8752184
Valsts aģentūra „Latvijas Infektoloģijas centrs”,3360700794,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Veselības ministrija,Latvijas Republikas Ministru kabinets,"LINEZERA IELA 3, RĪGA, LV-1006",67048256,training@tuberculosis.lv,Rīga,N,,,,,56.9770496,24.1978275
"Valsts akciju sabiedrība ""Latvijas Jūras administrācija""",134148,Komercsabiedrība,,0,0,Zinātniskā institūcija,Komercsabiedrība,Satiksmes ministrija,Satiksmes ministrija,"TRIJĀDĪBAS IELA 5, RĪGA, LV-1048",67062101,lja@lja.lv,Rīga,N,,,,,56.9439911,24.0903967
Valsts Kandavas lauksaimniecības tehnikums,4331002589,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"VALTERU IELA 6, KANDAVA, KANDAVAS NOVADS, LV-3120",63122502,kandtehn@tukums.parks.lv,Kandavas novads,J,,,,,57.03599699999999,22.7961616
Valsts policijas koledža,3347502629,Valsts iestāde,RAULS KVIESĪTIS,0,0,Augstākās izglītības iestāde,Koledža,Iekšlietu ministrija,Latvijas Republikas Ministru kabinets,"EZERMALAS IELA 8a, RĪGA, LV-1014",67735895,kanc@skola.vp.gov.lv,Rīga,N,,,,,56.9952202,24.1782879
Valsts policijas koledžas Latgales filiāle,2748502760,Valsts,,0,0,Augstākās izglītības iestāde,Koledžas filiāle,Iekšlietu ministrija,Valsts policijas koledža,"POPOVA IELA 155, DAUGAVPILS, LV-5402",67146284,paligs@koledza.vp.gov.lv,Daugavpils,N,,,,,0,The geocode was successful but returned no results. This may occur if the geocode was passed a non-existent address or a latlng in a remote location.
Valsts policijas koledžas Policijas skola,2933501285,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās izglītības iestāde,Profesionālās pamatizglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"SKOLAS IELA 44, JŪRMALA, LV-2011",67735895,kanc@skola.vp.gov.lv,Jūrmala,J,,,,,56.9600041,23.6027153
Valsts Priekuļu laukaugu selekcijas institūts,111026,Atvasināta publiskā persona,,0,0,Zinātniskā institūcija,Zinātniskais institūts,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"ZINĀTNES IELA 1a, PRIEKUĻI, PRIEKUĻU PAGASTS, PRIEKUĻU NOVADS, LV-4216",64130162,pr_sel@apollo.lv,Priekuļu novads,N,,,,,57.31594019999999,25.3402841
Valsts Priekuļu lauksaimniecības tehnikums,4431002588,Valsts tiešās pārvaldes iestāde,IMANTS KUPČS,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"EGĻU GATVE 9, PRIEKUĻI, PRIEKUĻU PAGASTS, PRIEKUĻU NOVADS, LV-4126",64130602,vplt@cesis.edu.lv,Priekuļu novads,J,,,,,57.3138282,25.3682813
Valsts robežsardzes koledža,3147401385,Valsts tiešās pārvaldes iestāde,,0,0,Augstākās izglītības iestāde,Koledža,Iekšlietu ministrija,Latvijas Republikas Ministru kabinets,"ZAVOLOKO IELA 8, RĒZEKNE, LV-4601",64603699,vrk@rs.gov.lv,Rēzekne,N,,,,,56.486661,27.3405387
Valsts robežsardzes koledžas Robežsargu skola,3131402401,Valsts tiešās pārvaldes iestāde,,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"ZAVOLOKO IELA 8, RĒZEKNE, LV-4600",64638107,vrkrs@rs.gov.lv,Rēzekne,J,,,,,56.486661,27.3405387
"Valsts sabiedrība ar ierobežotu atbildību ""Bulduru Dārzkopības vidusskola""",2931002529,Valsts kapitālsabiedrība,AIVARS GRIĶIS,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"VIESTURA IELA 6, JŪRMALA, LV-2010",67753135,bulduri@bulduri.lv,Jūrmala,N,04671222,46,2,1,56.9721519,23.8501149
"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""",3360700709,Valsts kapitālsabiedrība,,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Veselības ministrija,Latvijas Republikas Ministru kabinets,"PILSOŅU IELA 13, RĪGA, LV-1002",67069601,kanceleja@stradini.lv,Rīga,N,,,,,56.9328855,24.068306
"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""",134121,Valsts kapitālsabiedrība,,0,0,Zinātniskā institūcija,Komercsabiedrība,Veselības ministrija,Latvijas Republikas Ministru kabinets,"PILSOŅU IELA 13, RĪGA, LV-1002",67069602 67069604,kanceleja@stradini.lv,Rīga,N,,,,,56.9328855,24.068306
"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas pārtikas ražotāju vidusskola""",3331000708,Valsts kapitālsabiedrība,SILVA OZOLIŅA,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās vidējās izglītības iestāde,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"NĪCGALES IELA 26, RĪGA, LV-1035",67575580,rprv@apollo.lv,Rīga,J,,86,1,1,56.952205,24.1733478,
"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums""",3334002984,Valsts kapitālsabiedrība,,0,0,Profesionālās pamata un vidējās izglītības iestāde,Profesionālās izglītības kompetences centrs,Izglītības un zinātnes ministrija,Latvijas Republikas Ministru kabinets,"NĪCGALES IELA 26, RĪGA, LV-1035",67575580,rtrit@rtrit.lv,Rīga,N,08671146,86,1,1,56.952205,24.1733478
Valsts sporta medicīnas centrs,3360700479,Valsts tiešās pārvaldes iestāde,ILGA PRIEDĪTE,0,0,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Profesionālās tālākizglītības un pilnveides izglītības iestāde,Veselības ministrija,Latvijas Republikas Ministru kabinets,"RAIŅA BULVĀRIS 27, RĪGA, LV-1050",67227306,vsmc@vsmc.gov.lv,Rīga,N,,,,,56.94896379999999,24.1176867
Valsts Stendes graudaugu selekcijas institūts,181019,Atvasināta publiskā persona,INGA JANSONE,0,0,Zinātniskā institūcija,Cita zinātniskā institūcija,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"""Dižzemes"", DIŽSTENDE, LĪBAGU PAGASTS, TALSU NOVADS, LV-3258",63291289,stende.selekcija@apollo.lv,Talsu novads,N,,,,,57.1902184,22.5520236
Vanagu pamatskola,4212900371,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Vārkavas novada pašvaldība,Vārkavas novada Dome,"Vanagu skola, VANAGI, UPMALAS PAGASTS, VĀRKAVAS NOVADS, LV-5316",65326609,vanagupsk@pvg.edu.lv,Vārkavas novads,J,,,,,56.291394,26.3756629
Vandzenes pamatskola,4112902872,Pastarpinātās pārvaldes iestāde,JANA JAŅPĒTERE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Talsu novada pašvaldība,Talsu novada Dome,"""Skola"", VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281",63225081,vandzvsk@inbox.lv,Talsu novads,N,,,,,57.3264989,22.801124
"Vandzenes pirmsskolas izglītības iestāde ""Zīlīte""",4101901583,Pastarpinātās pārvaldes iestāde,SELGA MOLDAVČUKA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Talsu novada pašvaldība,Talsu novada Dome,"Pirmsskolas izglītības iestāde Zīlīte, VANDZENES PAGASTS, TALSU NOVADS, LV-3281",63225203,Selga.pii@inbox.lv,Talsu novads,N,,,,,57.3349933,22.79419
Vandzenes vidusskola,4113900618,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Talsu novada pašvaldība,Talsu novada Dome,"Vandzenes vidusskola, VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281",63225081,vandzvsk@inbox.lv,Talsu novads,J,,,,,57.3275947,22.8026519
"Vānes pagasta pirmsskolas izglītības iestāde ""Vārpiņa""",2301900403,Pastarpinātās pārvaldes iestāde,,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Vānes pagasta Padome,Vānes pagasta Padome,"Vānes pagasta pirmsskolas izglītības iestāde Vārpiņa, VĀNE, VĀNES PAGASTS, KANDAVAS NOVADS, LV-3131",63155130,piivarpina@inbox.lv,Kandavas novads,J,,,,,56.922013,22.570927
Vānes pamatskola,4312900251,Pastarpinātās pārvaldes iestāde,AUSMA PILENIECE,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Kandavas novada Dome,Kandavas novada Dome,"Prātnieki, VĀNE, VĀNES PAGASTS, KANDAVAS NOVADS, LV-3131","63155148, 63155142",vanepsk@tukums.parks.lv,Kandavas novads,N,,,,,56.922013,22.570927
Vangažu arodskola,2032001920,Valsts tiešās pārvaldes iestāde,ILZE BRIŅĶE,0,0,Profesionālās izglītības iestāde,Arodizglītības iestāde,Latvijas Republikas Ministru kabinets,Latvijas Republikas Ministru kabinets,"GAUJAS IELA 25, VANGAŽI, INČUKALNA NOVADS, LV-2136",2995527,v25avs@latnet.lv,Inčukalna novads,J,,,,,57.0934628,24.5397286
Vangažu vidusskola,4313901104,Pastarpinātās pārvaldes iestāde,INDRA KALNIŅA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Inčukalna novada pašvaldība,Inčukalna novada Dome,"GAUJAS IELA 2, VANGAŽI, INČUKALNA NOVADS, LV-2136",67995428,vang_vsk@latnet.lv,Inčukalna novads,N,03833302,38,3,3,57.091982,24.5493621
Varakļānu Mūzikas un mākslas skola,4474902324,Pastarpinātās pārvaldes iestāde,IEVA MELNE-MEŽAJEVA,0,0,Profesionālās ievirzes izglītības iestāde,Mūzikas un mākslas skola,Varakļānu novada pašvaldība,Varakļānu novada Dome,"PILS IELA 25, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838",64860967,,Varakļānu novads,N,,,,,56.6096122,26.7686385
Varakļānu novada pašvaldības Stirnienes pamatskola,4412900108,Pastarpinātās pārvaldes iestāde,RITA PELŠA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Varakļānu novada pašvaldība,Varakļānu novada pašvaldība,"""Stirnienes pamatskola"" Stirnienes muiža , STIRNIENE, VARAKĻĀNU PAGASTS, VARAKĻĀNU NOVADS, LV-4837",29623297,stirniene@inbox.lv,Varakļānu novads,N,,,,,56.5671136,26.6418043
Varakļānu pamatskola,1612900107,Pašvaldība,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā pamatskola,Madonas rajons TDP,Madonas rajons TDP,"PILS IELA 25, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838",4866750,,Varakļānu novads,J,,,,,56.6096122,26.7686385
"Varakļānu pirmsskolas izglītības iestāde ""Sprīdītis""",4401900099,Pastarpinātās pārvaldes iestāde,ILGA MESTERE,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Varakļānu novada pašvaldība,Varakļānu novada pašvaldība,"RĒZEKNES IELA 1, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838",64866530,,Varakļānu novads,N,,,,,56.6082463,26.7605362
Varakļānu vidusskola,4413900128,Pastarpinātās pārvaldes iestāde,JURIS DALECKIS,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā vidusskola,Varakļānu novada pašvaldība,Varakļānu novada pašvaldība,"JAUNATNES IELA 2, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838",64807085,varaklanuvsk@gmail.com,Varakļānu novads,N,11431303,114,3,1,56.6078831,26.7622454
"Variešu pagasta pirmsskolas izglītības iestāde ""Varavīksne""",4501902746,Pastarpinātās pārvaldes iestāde,DACE KALNIŅA-ALEKSANDROVA,0,0,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,Krustpils novada pašvaldība,Krustpils novada pašvaldība,"Variešu sākumskola, VARIEŠI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5236","65229181, 22327269",pii.varaviksne@inbox.lv,Krustpils novads,J,,,,,56.565303,25.9750169
Variešu sākumskola,1011900294,Pastarpinātās pārvaldes iestāde,,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Variešu pagasta pašvaldība,Variešu pagasta pašvaldība,"Variešu sākumskola, VARIEŠI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5209","65229181, 22327269",variesi.ssk@jekabpils-rp.lv,Krustpils novads,J,,,,,56.6227455,25.9717216
Variešu sākumskola,4511902965,Pastarpinātās pārvaldes iestāde,DACE STROŽA,0,0,Vispārējās izglītības iestāde,Vispārizglītojošā sākumskola,Krustpils novada pašvaldība,Krustpils novada pašvaldība,"""Variešu sākumskola"", VARIEŠI, VARIEŠU PAGASTS, KRUSTPILS NOVADS, LV-5236",65229281,variesi.ssk@krustpils.lv,Krustpils novads,N,,,,,56.565303,25.9750169
